auth.disabled_account,"Start Screen/Login/Signin","Dein Konto wurde deaktiviert, bitte versuche es zu einem späteren Zeitpunkt erneut.","Your account has been disabled, please try again later","A sua conta foi desativada, tente novamente mais tarde"
auth.deleted_account,,,"Your account has been deleted",
,"Start Screen/Login/Signin","Da ist etwas schief gelaufen, bitte versuche es zu einem späteren Zeitpunkt erneut.","Something went wrong, please try again later!","Algo de errado, por favor tente novamente mais tarde!"
,"Forgot Password",,"Enter your email to reset password.","Insira seu e-mail para redefinir sua senha"
auth.send_link,"Forgot Password",,"Send link","Enviar Link"
,"Quotes of the day",,"Show me the book?","Mostra-me o livro?"
,"Quotes of the day",,"Dont show this message again","Não mostrar esta mensagem novamente"
,"Delete Account",,Delete,Excluir
,"Delete Account",,About,Sobre
,"Delete Account",,Partners,Parceiros
,"Delete Account",,"Terms of Use & Privacy Policy","Termos de Uso e Política de Privacidade"
,"Delete Account",,"Are you sure, that you want to permanently erase your Account? ","Tem certeza de que deseja apagar permanentemente sua conta? "
auth.delete_your_account,"Delete Account",,"Delete your account?","Excluir sua conta?"
