common.show_more;Settings;Mehr anzeigen;Show more;Mostrar mais;common.show_more
common.confirm;Settings;Bitte bestätigen;confirm;Confirmar;common.confirm
auth.field_is_required;Settings;Bitte Felder ausfüllen;Field is required;O Campo Loja é obrigatório;auth.field_is_required
auth.invalid_email_address;Settings;ungültige Email Adresse;Invalid email address;Endereço de e-mail inválido;auth.invalid_email_address
auth.incorrect_email_or_password;Settings;Email oder Passwort ungültig;Incorrect email or password;E-mail ou palavra-chave incorretos;auth.incorrect_email_or_password
common.max_length;Settings;max. Länge;Max length is;O comprimento máximo é;common.max_length
common.min_length;Settings;min. Länge;Min length is;O comprimento mínimo é;common.min_length
auth.invalid_password;Settings;falsches Passwort;Invalid password;Senha inválida;auth.invalid_password
auth.email_is_already_in_use;Settings;Die eingegebene Adresse ist bereits registriert;The email address is already in use by another account;O endereço de e-mail já está sendo utilizado por outra conta;auth.email_is_already_in_use
auth.user_not_found;Settings;Benutzername nicht gefunden;User not found;Usuário não encontrado;auth.user_not_found
auth.something_went_wrong;Settings;uups da ist wohl etas falsch gelaufen;Something went wrong;Algo deu errado;auth.something_went_wrong
auth.invalid_age;Settings;ungültiges Alter;invalid age;Idade inválida;auth.invalid_age
auth.password_must_contain_lowercase;Start Screen/Login/Signin;Passwort muss Großbuchstaben, Kleinbuchstaben, Nummern, Sonderzeichen  (#,$,@,!,_,%,&,*,?) beinhalten und mind. aus 8 Stellen  umfassen.;Password must contain lowercase, uppercase, number, special character (#,$,@,!,_,%,&,*,?) and at least 8 characters in length;A palavra-chave deve conter letras minúsculas, maiúsculas, números, caracteres especiais (#,$,@,!,_,%,&,*,?) e pelo menos 8 caracteres;auth.password_must_contain_lowercase
auth.disabled_account;Start Screen/Login/Signin;Dein Konto wurde deaktiviert, bitte versuche es zu einem späteren Zeitpunkt erneut.;Your account has been disabled, please try again later;A sua conta foi desativada, tente novamente mais tarde;auth.disabled_account
auth.deleted_account;;;Your account has been deleted;;auth.deleted_account
common.something_went_wrong_try_again;Start Screen/Login/Signin;Da ist etwas schief gelaufen, bitte versuche es zu einem späteren Zeitpunkt erneut.;Something went wrong, please try again later!;Algo de errado, por favor tente novamente mais tarde!;common.something_went_wrong_try_again
common.enter_email_to_reset;Forgot Password;;Enter your email to reset password.;Insira seu e-mail para redefinir sua senha;common.enter_email_to_reset
auth.send_link;Forgot Password;;Send link;Enviar Link;auth.send_link
common.show_me_the_book;Quotes of the day;;Show me the book?;Mostra-me o livro?;common.show_me_the_book
common.dont_show_again_message;Quotes of the day;;Dont show this message again;Não mostrar esta mensagem novamente;common.dont_show_again_message
common.delete;Delete Account;;Delete;Excluir;common.delete
settings.about;Delete Account;;About;Sobre;settings.about
settings.partners;Delete Account;;Partners;Parceiros;settings.partners
settings.privacy_policy;Delete Account;;Terms of Use & Privacy Policy;Termos de Uso e Política de Privacidade;settings.privacy_policy
common.are_you_sure_to_delete_account;Delete Account;;Are you sure, that you want to permanently erase your Account? ;Tem certeza de que deseja apagar permanentemente sua conta?;common.are_you_sure_to_delete_account
auth.delete_your_account;Delete Account;;Delete your account?;Excluir sua conta?
settings.english;;Deutsch;English;Português;settings.english
auth.email;;E-Mail;E-Mail;e-mail;auth.email
auth.username;Start Screen/Login/Signin;Benutzer-Name;Username;Nome do usuário;auth.username
auth.password;Start Screen/Login/Signin;Passwort;Password;Senha;auth.password
auth.repeat_password;Start Screen/Login/Signin;Passwort wiederholen;Repeat Password;Repetir Senha;auth.repeat_password
auth.enter_email;;;Enter Email;;auth.enter_email
auth.enter_password;;;Enter Password;;auth.enter_password
auth.or;;;Or;;auth.or
auth.continue_google;Start Screen/Login/Signin;Weiter mit Google;Continue with Google;Continuar com Google;auth.continue_google
auth.delete_your_account_description;;;You will lose all your progress and data.;;auth.delete_your_account_description
auth.continue_apple;Start Screen/Login/Signin;Weiter mit Apple;Continue with Apple;Continuar com Apple;auth.continue_apple
auth.delete_my_account;;;Delete my account;;auth.delete_my_account
auth.agree_with;Start Screen/Login/Signin;Es gelten unsere Allgemeinen Geschäftsbedingungen. Unsere Datenschutzerklärung finden sie hier.;I agree with the terms of Use & Provacy Policy;Concordo com os termos da Política de Uso e Privacidade;auth.agree_with
auth.terms_of_policy;;;Terms of Use & Provacy Policy;;auth.terms_of_policy
auth.signup;Start Screen/Login/Signin;Anmeldung;Sign Up;Inscreva-se;auth.signup
auth.already_have_an_account;Start Screen/Login/Signin;Sie haben bereits ein Konto.;Already have an account?;Já tem uma conta?;auth.already_have_an_account
auth.enter_your_email_to_get_the_reset_link;;;Enter your email to get the reset link;;auth.enter_your_email_to_get_the_reset_link
auth.login;Start Screen/Login/Signin;Einloggen;Log In;Iniciar Sessão;auth.login
auth.check_your_email;;;Check your email;;auth.check_your_email
auth.forgot_password;;;Forgot password?;;auth.forgot_password
auth.dont_have_an_acount;Start Screen/Login/Signin;Sie haben noch kein Konto?;Dont have an account?;Não tem uma conta?;auth.dont_have_an_acount
onboarding.welcome.title;Welcome;Schön, dass du hier bist!;Good, that you are here!;Que bom que você está aqui!;onboarding.welcome.title
onboarding.welcome.description;welcome;Erlebt mit uns eine neue, revolutionäre, leichte & spielerische Reise zu mehr Nähe und Intimität in Ihrer Beziehung;Experience with us a new, revolutionary, easy & playfully journey to more closeness and intimacy in your relationship;;onboarding.welcome.description
auth.already_have_an_account;;Sie haben bereits ein Konto? Einloggen;Already have an account?;Já tem uma conta? Iniciar Sessão;auth.already_have_an_account
common.lets_do_this;;Los geht’s!;Let’s do this;Vamos!;common.lets_do_this
profile.self_reflection;Goals;Selbstreflexion;Self-Reflection;Autorreflexão;profile.self_reflection
profile.increase_mutual_understanding;Goals;Erhöhtes Verständnis, Wertschätzung und Respekt;Increase mutual understanding, appreciation & respect;Aumento da compreensão, apreciação e respeito;profile.increase_mutual_understanding
profile.feeling_better;Goals;Mehr Verbundenheit & stärkere Bindung schaffen;Feeling better connected & create safe attachment;Criar mais conexões e vínculos mais fortes;profile.feeling_better
profile_less_conflicts;Goals;Weniger Konflikte;Less Conflicts;Menos conflitos;profile_less_conflicts
profile_boost_intimacy;Goals;mehr Intimität & besserer;Boost Intimacy & improve sex;Mais intimidade e melhor;profile_boost_intimacy
profile.communication;Goals;Bessere Kommunikation;Improve our Communication;Melhor comunicação;profile.communication
profile.more_fun;Goals;Mehr Spaß und Aufregung;More fun and excitement;Mais diversão e entusiasmo;profile.more_fun
profile.manage_finances;Goals;Finanzen besser managen;Manage couple finances better;Gerenciar melhor as finanças;profile.manage_finances
profile.closer_relationship;Goals;Engere Beziehung zu Familie und Freunden;Closer relationship with family and friends;Relacionamento mais próximo com a família e os amigos;profile.closer_relationship
profile.closer_relationship;Goals;Gemeinsame Ziele und Träume bilden;Build meaning and dreams;Construção de metas e sonhos comuns;profile.build_meaning_and_dreams
common.proceed;;Weiter;Proceed;Prosseguir;common.proceed
onboarding.notification.description;Notifcations;Unsere Benachrichtigung werden euch helfen, den Kurs zu halten!;Our notification will help you to keep the course! ;Nossa notificação o ajudará a manter o curso!;onboarding.notification.description
onboarding.notification.description2;Notifcations;Der Lauf der wahren Liebe verlief nie glatt;The course of true love never did run smooth;O curso do amor verdadeiro nunca foi suave;onboarding.notification.description2
onboarding.notification.perhaps_later;Notifcations;Vielleicht später;Perhaps later;Talvez mais tarde;onboarding.notification.perhaps_later
onboarding.notification.allow_notifications;Notifcations;Benachrichtigungen zulassen;Allow notifications;Permitir notificações;onboarding.notification.allow_notifications
profile_playfull_effective;Statistic;Spielerisch & effektiv;Playfull & effective;Lúdico e eficaz;profile_playfull_effective
onboarding.statistic.screen_1_description;Statistic;Eure 4 Schritte zu einem besseren Selbstverständnis und einer besseren Beziehung;Your 4 steps to better self understanding and better relationships;Suas 4 etapas para um melhor entendimento de si mesmo e melhores relacionamentos;onboarding.statistic.screen_1_description
onboarding.statistic.screen_2_description;Statistic;7/10 Menschen sind mit ihren Beziehungen oder ihrem Liebesleben nicht zufrieden.;7/10 people are not happy with their relationships or love life.;7/10 pessoas não estão felizes com seus relacionamentos ou vida amorosa.;onboarding.statistic.screen_2_description
onboarding.statistic.description_10;Statistic;Ich wünschte, ich hätte die Dinge, die ich hier gelernt habe, schon vorher gewusst. Mein Mann und ich lieben unsere kleinen Sitzungen.;I wish i would have known the things i have learned here before. My husband and me are loving our little sessions.;Eu gostaria de ter sabido antes as coisas que aprendi aqui. Meu marido e eu estamos adorando nossas pequenas sessões.;onboarding.statistic.description_10
onboarding.statistic.description_11;Statistic;Seit wir diese App haben, sind meine Freundin und ich auf einem ganz neuen Level. Unsere Gespräche, haben sich verändert. Wir verstehen uns jetzt wirklich. Es ist, als ob wir wiederentdecken, warum wir uns überhaupt ineinander verliebt haben.;Since we got this app, my girlfriend and I are on a whole new level. Our talks, have changed. We really get each other now. It's like we're rediscovering why we fell for each other in the first place.;Desde que adquirimos esse aplicativo, minha namorada e eu estamos em um nível totalmente novo. Nossas conversas mudaram. Nós realmente nos entendemos agora. É como se estivéssemos redescobrindo por que nos apaixonamos um pelo outro em primeiro lugar.;onboarding.statistic.description_11
onboarding.statistic.description_12;Statistic;Gott, wir hatten wirklich keine Ahnung, wie man eine erfolgreiche und glückliche Beziehung aufbaut. Ich fühle mich so viel mehr geliebt und geschätzt, seit wir diese App benutzen.;God, we really had no idea how to build a successful and happy relationship. I feel so much more loved and appreciated since we started using this app.;Meu Deus, nós realmente não tínhamos ideia de como construir um relacionamento bem-sucedido e feliz. Comecei a me sentir muito mais amada e valorizada desde que começamos a usar esse aplicativo.;onboarding.statistic.description_12
onboarding.statistic.description_13;Statistic;Ich habe mich meinem Partner noch nie so nah gefühlt, seit wir diese App benutzen. Wir reden tatsächlich miteinander und verstehen uns.;I've never felt so close to my partner since we started using this app. We actually talk to each other and understand each other.;Nunca me senti tão próximo do meu parceiro desde que começamos a usar esse aplicativo. Estamos realmente conversando e entendendo um ao outro.;onboarding.statistic.description_13
onboarding.statistic.screen_3_description;Statistic;Aber für 96 % sind glückliche und verlässliche Beziehungen das Wichtigste im Leben.;But for 96%, happy & reliable relationships are the most important things in life.;Mas para 96%, relacionamentos felizes e confiáveis são a coisa mais importante da vida.;onboarding.statistic.screen_3_description
onboarding.statistic.screen_4_description;Statistic;Die einzige App, die Ihr für eine positive Veränderungen braucht.;The only App you will need for positive change.;O único aplicativo de que você precisará para uma mudança positiva.;onboarding.statistic.screen_4_description
onboarding.statistic.description_14;Statistic;9/10 Personen spüren eine positive Veränderung in ihrer Beziehung;9/10 people feel a positive influence in their relationship;9/10 pessoas sentem uma influência positiva em seus relacionamentos;onboarding.statistic.description_14
common.lets_start;Statistic;Lass loslegen;Let’s Start;Vamos começar;common.lets_start
auth.already_have_an_account;Start Screen/Login/Signin;Sie haben bereits ein Konto.;Already have an account?;Já tem uma conta?;auth.already_have_an_account
auth.login;Start Screen/Login/Signin;Einloggen;Log In;Iniciar Sessão;auth.login
auth.dont_have_an_acount;Start Screen/Login/Signin;Sie haben noch kein Konto?;Dont have an account?;Não tem uma conta?;auth.dont_have_an_acount
quotes.quote_of_the_day;Quote of the day;Zitat des Tages;Quote of the day;Citação do dia;quotes.quote_of_the_day
quotes.show_me_book;Quote of the day;Zeig mir das Buch.;Let me see the book.;Deixe-me ver o livro.;quotes.show_me_book
common.dont_show_again;Quote of the day;Nicht mehr zeigen;Don’t Show Again;Não mostrar novamente;common.dont_show_again
profile.name;Profil;Name;Name;Nome;profile.name
common.age;Profil;Alter;Age;Idade;common.age
profile.country;Profil;Land;Country;País;profile.country
myRelationship.relationship_status_title;Profil;Beziehungs-Status;Relationship Status;Status de Relacionamento;myRelationship.relationship_status_title
profile.preferences;Profil;Präferenzen;Preferences;Preferências;profile.preferences
profile.i_am_here_just_for_fun;Profil;Ich will Spaß haben;I am here to have fun;Estou aqui para me divertir;profile.i_am_here_just_for_fun
profile.increase_intimacy_level;Profil;Ich möchte eine höhere Intimität ;I want to improve our intimacy level.;Quero melhorar o nosso nível de relacionamento;profile.increase_intimacy_level
profile.increase_appreciation_and_respect;Profil;Ich möchte mehr Wertschätzung und Respekt;Appreciation and respect;Aumentar a apreço e o respeito;profile.increase_appreciation_and_respect
profile.conlfict_management;Profil;Ich möchte unsere Streitkultur verbessern.;Conlfict management;Aprender a lidar com conflitos;profile.conlfict_management
profile.communication;Profil;ich möchte unsere Kommunikation verbessern;Improve our Communication;Melhorar a nossa comunicação;profile.communication
profile.self_reflection;Profil;Selbstreflektion;Self-reflection;Autorreflexão;profile.self_reflection
profile.create_safe_attachment;Profil;tiefere Verbundenheit;Create a save attachment;Criar ligação segura;profile.create_safe_attachment
upload.change_photo;Profil;Foto bearbeiten;Change Photo;Alterar foto;upload.change_photo
profile.save_changes;Profil;Änderungen speichern;Save changes;Savar alterações;profile.save_changes
common.save;Profil;speichern;Save;Salvar;common.save
upload.change_profile_photo;Profil;Profil-Foto ändern;Change profil photo;Alterar foto do perfil;upload.change_profile_photo
upload.open_gallery;Profil;Galerie öffnen;Open gallery;Galeria aberta;upload.open_gallery
upload.delete_photo;Profil;Foto löschen;Delete Photo;Apagar foto;upload.delete_photo
upload.take_photo;Profil;Foto aufnehmen;take photo;Tirar foto;upload.take_photo
common.first_start;Homepage - First Start;Start;First Start;Primeiro início;common.first_start
common.your_journey_starts_here;Homepage - First Start;Beginnt Eure Ihre Reise jetzt!;Your journey starts here;Comece sua jornada agora!;common.your_journey_starts_here
common.lets_dive_into_session;;Lasst und gleich in Eure erste Sitzung eintauchen.;Let’s dive into your first session;Vamos nos aprofundar em sua primeira sessão;common.lets_dive_into_session
common.special_offer;;Sonderangebot, wenn Sie jetzt LoveWorkz Premium abonnieren;Special offer when you subscribe to LoveWorkz Premium;Oferta especial ao assinar o LoveWorkz Premium;common.special_offer
common.explore_more;;Wollt ihr mehr tun?;Want to explore more?;Quer fazer mais?;common.explore_more
common.trending_topics;;Themen im Trend;Trending topics;Tópicos de tendência;common.trending_topics
common.trending_challenges;;Challenges im Trend;Trending challenges;Desafios de tendências;common.trending_challenges
sessions.todaysSession;Pre - session;Heutige Sitzung;Today’s session;Sessão do dia;sessions.todaysSession
common.see_all_personal_growth;Pre - session;Alle Sitzungen von Personal Growth anzeigen ;See all sessions of Personal Growth ;Ver todas as sessões de Crescimento pessoal;common.see_all_personal_growth
common.collapse;Pre - session;Einklappen;Collapse;Colapso;common.collapse
questions.questions;Pre - session;Fragen;Questions;Perguntas;questions.questions
common.challenge;Pre - session;Challenge;Challenge;Desafio;common.challenge
common.begin_session;Pre - session;Sitzung Beginnen;Begin Session;Iniciar sessão;common.begin_session
common.how_are_we_today;Pre - session;Wie geht es uns heute?;How are we today?;Como estamos hoje?;common.how_are_we_today
common.long_question_1;Session;Von 10 (ich fühle mich großartig) bis 1 (lass mich in Ruhe). Für alles unterhalb von 7: Gönn dir eine Pause und verschiebe die Sitzung auf einen anderen Tag. PS: Schalte dein Handy in den Flugmodus, um Ablenkungen zu vermeiden.;From 10 (I feel great) to 1 (leave me alone). For anything below 7: give yourself a break and postpone the session to another day. PS: Switch your cell phone to airplane mode to avoid distractions.;De 10 (estou me sentindo ótimo) a 1 (deixe-me em paz). Para qualquer coisa abaixo de 7: dê um tempo a si mesmo e adie a sessão para outro dia. PS: Coloque seu celular no modo avião para evitar distrações.;common.long_question_1
common.long_question_2;Session;Hinweis:Wechselt euch beim Stellen von Fragen an euren Partner ab und hört zu, ohne zu unterbrechen. Wenn dein Partner/in eine Frage nicht beantworten möchte, zieht einfach eine andere Karte. Kein Urteilen oder Kritisieren, hört genau zu und seid unterstützend und zeigt Empathie. Wechselt die Rollen zwischen Zuhörer und Sprecher.;Note:Take turns asking questions to each other. Make sure to listen to your partner's answers without interrupting. If they prefer not to answer a question, just move on and pick another card. Remember, no judging or criticizing. Just pay close attention, offer your support, and be empathetic. Don’t forget to switch between being the listener and the speaker.;Observação:Revezem-se fazendo perguntas um ao outro. Não deixe de ouvir as respostas de seu parceiro sem interromper. Se ele preferir não responder a uma pergunta, basta seguir em frente e escolher outro cartão. Lembre-se: nada de julgar ou criticar. Apenas preste muita atenção, ofereça seu apoio e seja empático. Não se esqueça de alternar entre ser o ouvinte e o orador.;common.long_question_2
common.not_today;Session;neee nicht heute;naah not today;naah não hoje;common.not_today
common.amazing_do_this;Session;Cool, legen wir los;Amazing, lets do it;Incrível, vamos lá;common.amazing_do_this
common.swipe_to_proceed;Session;Einfach weiterwischen;Swipe to proceed;Deslize para continuar;common.swipe_to_proceed
common.doing_great_proceed;Session;Ihr macht das großartig! Weitermachen;You’re doing great! Proceed;Você está indo muito bem! Prossiga;common.doing_great_proceed
common.nice_work_keep_going;Session;Gute Arbeit! Weiter so;Nice work! Keep going;Bom trabalho! Continue assim;common.nice_work_keep_going
common.onto_next;Session;Auf zur Nächsten!;Onto the next!;Vamos para a próxima!;common.onto_next
common.swipe_next_got_this;Session;Ihr habt's drauf! Einfach weiterwischen;You’ve got this! Swipe for the next one;Você conseguiu! Passe o dedo para a próxima;common.swipe_next_got_this
common.acing_this_next_question;Session;Gut gemeistert! Nächste Frage wartet schon;You’re acing this! Next question awaits;Você está ganhando esta! A próxima pergunta o aguarda;common.acing_this_next_question
common.youre_great_proceed;Session;Ihr seit großartig! Macht weiter so.;You’re great! Proceed;Você é ótimo! Continue;common.youre_great_proceed
common.well_done;Break;Gut gemacht!;Well Done!;Muito bem!;common.well_done
common.mastered_question_part;Break;Du hast den Fragenteil erfolgreich gemeistert. Das war doch gar nicht so schlimm, oder?;You have successfully mastered the question part. Wasn’t that bad, was it?;Você dominou a parte das perguntas com sucesso. Não foi tão ruim, foi?;common.mastered_question_part
common.master_next;Break;Meistern Sie jetzt die kommende Challenge, um diese Sitzung erfolgreich abzuschließen. ;Master the upcoming challenge now to successfully complete this session.;Domine o próximo desafio agora para concluir esta sessão com sucesso.;common.master_next
common.lets_do_this_challenge;Break;Auf geht's zu dieser Herausforderung;Let’s do this challenge;Vamos fazer esse desafio;common.lets_do_this_challenge
common.nice_job;Break-Pop-Up;Gute Arbeit.Macht eine kleine Pause und sprecht darüber, was euch gefallen und was euch nicht gefallen hat. Welche Fragen fandet ihr schwierig und welche waren einfach? Warum?;Nice job.Take a little break and talk about what you liked and disliked. Which questions did you find difficult and which were easy? Why?;Bom trabalho.Façam um pequeno intervalo e conversem sobre o que gostaram e o que não gostaram. Quais perguntas você achou difíceis e quais foram fáceis? Por quê?;common.nice_job
common.next_stop;Break-Pop-Up;Nächster Halt: Challenges*;Next Stop: Challenges*;Próxima parada: Desafios*;common.next_stop
common._each_session;Break-Pop-Up;*Jede Sitzung schliesst mit einer Challenge ab, betrachtet Sie als eine Art Hausaufgabe oder als ein neues Werkzeug, dass ihr in Zukunft benutzen könnt.;*Each session concludes with a challenge, think of it as a homework assignment or a new tool you can use in the future.;*Cada sessão termina com um desafio, pense nele como uma tarefa de casa ou uma nova ferramenta que você poderá usar no futuro.;common._each_session
common.youre_todays_challenge;Intro Challenge;Eure heutige Challenge;Your today’s challenge;Sua desafio do dia;common.youre_todays_challenge
common.challenge_background;Intro Challenge;Hintergund zur Challenge;Challenge background;Contexto do desafio;common.challenge_background
common.we_are_ready;Intro Challenge;Wir sind bereit, legen wir los!;We’re ready. Let’s do it!;Estamos prontos. Vamos lá!;common.we_are_ready
common.fantastic;Session End;Fantastisch!;Fantastic!;Fantástico!;common.fantastic
common.finished_1_5;Session End;Ihr habt Eure 1. von 5 Sitzungen im Level Basic abgeschlossen;You’ve finished your 1st of 5 sessions in the Basic level;Vocês concluíram a primeira das 5 sessões do nível Básico.;common.finished_1_5
common.did_you_find_question;Session End;Fandet Ihr die Fragen relevant für Eure Beziehung? ;Did you find the Questions relevant to your relationship?;Acharam as perguntas relevantes para o relacionamento de vocês?;common.did_you_find_question
common.nope;Session End;Nö;Nope;Não;common.nope
common.yes;Session End;Ja;Yes;Sim;common.yes
common.how_difficult_would_you_rate;Session End;Wie schwierig würdet Ihr die Fragen in dieser Sitzung einstufen?;How difficult would you rate the Questions in this session?;Qual o grau de dificuldade que vocês classificariam para as perguntas desta sessão?;common.how_difficult_would_you_rate
common.easy;Session End;Leicht;Easy;Fácil;common.easy
common.difficult;Session End;Schwierig;Difficult;Difíceis;common.difficult
common.how_much_do_you_thing_challenge;Session End;Wie sehr glaubt Ihr, dass diese Challenge Euch in Zukunft helfen wird?;How much do you think this Challenge will help you in future?;O quanto vocês acham que esse desafio ajudará vocês no futuro?;common.how_much_do_you_thing_challenge
common.not_much;Session End;Nicht viel;Not much;Pouco;common.not_much
common.a_lot;Session End;Sehr viel;A lot;Muito;common.a_lot
common.how_much_enjoy_session;Session End;Wie sehr hat Euch die gesamte Sitzung gefallen?;How much did you enjoy the whole Session?;O quanto vocês gostaram da sessão inteira?;common.how_much_enjoy_session
common.hated_it;Session End;Wir haben es gehasst;Hated it;Odiei;common.hated_it
common.tell_us_improve;Session End;Sagt uns, was wir verbessern können / Habt Ihr Ideen für eine Challenge?;Tell us what we can improve / Do you have an idea for a challenge?;Diga-nos o que podemos melhorar / Vocês têm ideias para um desafio?;common.tell_us_improve
common.any_proposition;Session End;Mit Vorschlägen oder echtem Feedback können wir das Erlebnis für Euch noch besser machen;Any propositions or your genuine feedback will allow us to make the experience even better for you;Com sugestões ou feedback real, podemos tornar a experiência ainda melhor para vocês.;common.any_proposition
common.send;Session End;Senden;Send;Enviar;common.send
rubricFilterItem.personal_growth;Quadrant End;Selbstentfaltung;Personal Growth;Crescimento pessoal;rubricFilterItem.personal_growth
rubricFilterItem.friendship;Quadrant End;Freundschaft;Friendship;Amizade;rubricFilterItem.friendship
common.communication_and_resolution;Quadrant End;Kommunikation & Konfliktbewältigung;Communication & Conflict resolution;Comunicação e resolução de conflitos;common.communication_and_resolution
common.shared_dreams;Quadrant End;Geteilte Träume;Shared Dreams;Sonhos compartilhados;common.shared_dreams
questions.great_job;Quadrant End;Toller Job!;Great Job!;Ótimo trabalho!;questions.great_job
common.long_text_1;Quadrant End;Sie haben alle Sitzungen im Bereich Persönliches Wachstum erfolgreich gemeistert.Nächster Schritt: Freundschaft;You have successfully mastered all sessions in the Personal Growth area.Next Step: Friendship;Vocês dominaram com sucesso todas as sessões da área de Crescimento Pessoal.Próxima etapa: Amizade;common.long_text_1
common.yes;Quadrant End;Ja;Yes;Sim;common.yes
common.how_much_enjoy_quadrant;Quadrant End;Wie sehr hat Euch der gesamte Quadrant gefallen?;How much did you enjoy the whole Quadrant?;O quanto vocês gostaram de todo o Quadrante?;common.how_much_enjoy_quadrant
common.send;Quadrant End;Senden;Send;Enviar;common.send
questions.great_job;Level End;Toller Job!;Great Job!;Ótimo trabalho!;questions.great_job
common.you_have_finished_basic_level;Level End;Sie haben alle Sitzungen im Bereich Persönliches Wachstum erfolgreich gemeistert.;You’ve finished Starter level.  Next Step -> Basic Level.;Vocês concluíram o nível Starter.  Próxima etapa -> Nível básico.;common.you_have_finished_basic_level
common.how_much_enjoy_level;Level End;Wie sehr hat Euch das gesamte Level gefallen?;How much did you enjoy the whole Level?;O quanto vocês gostaram do nível inteiro?;common.how_much_enjoy_level
common.send;Level End;Senden;Send;Enviar;common.send
home.current_level;Homepage;Dein derzeitiges Intimitäts-Level;Your current intimacy level:;Seu nível atual de intimidade;home.current_level
home.welcome_back;Homepage;Willkommen zurück;Welcome back,;Bem-vindo de volta;home.welcome_back
common.continue_where_you_left;Homepage;Weiterspielen, wo wir aufgehört haben;Continue where you left off;Continue de onde você parou;common.continue_where_you_left
common.intimacy_level;Homepage;Intimitäts-Level;Intimacy level;Nível de intimidade;common.intimacy_level
common.starter;Homepage;Starter;Starter;Iniciante;common.starter
common.basic;Homepage;Basic;Basic;Básico;common.basic
common.deep;Homepage;Deep;Deep;Profundo;common.deep
common.intimate;Homepage;Intim ;Intimate;Íntimo;common.intimate
common.hot;Homepage;Hot;Hot;Quente;common.hot
common.all_in_one;Homepage;All in one;all in one;Tudo em um;common.all_in_one
challenge.specialChallengeTitle;;;Specials;;challenge.specialChallengeTitle
challenge.tab_special;;;Special;;challenge.tab_special
challenge.title;Homepage;Challenges;Challenges;Desafios;challenge.title
challenge.tab_core;;;Core;;challenge.tab_core
challenge.lockedPopupTitle;;;Sorry, these challenges are still locked;;challenge.lockedPopupTitle
home.see_all;Homepage;alle entdecken;See all;Ver tudo;home.see_all
common.go_back;Homepage;zurück;Go back;Voltar;common.go_back
settings.language;Settings;Sprache;Language;Idioma;settings.language
settings.dark_mode;Settings;Dunkel;Dark mode;Modo escuro;settings.dark_mode
common.profile;Settings;Profil;Profile;Perfil;common.profile
settings.how_to_use;Settings;Wie wird gespielt?;How to use;Como utilizar;settings.how_to_use
settings.about;Settings;Über uns;About;Sobre;settings.about
settings.contact_us;Settings;Kontakt;Contact us;Contacte-nos;settings.contact_us
settings.partners;Settings;Partner;Partners;Parceiros;settings.partners
settings.privacy_policy;Settings;allgemeine Geschäftsbedingungen und Datenschutzerklärung;Terms of use & Privacy Policy;Termos de utilização & Política de Privacidade;settings.privacy_policy
settings.german;Settings;Deutsch;german;Alemão;settings.german
settings.english;Settings;Englisch;english ;Inglês;settings.english
settings.portuguese;Settings;Portugiesisch;portuguese;Português;settings.portuguese
upload.change_photo;Settings;Foto ändern;change photo;Alterar foto;upload.change_photo
auth.change_password;Settings;Passwort ändern;change password;Alterar Senha;auth.change_password
auth.current_password;;;Current password;;auth.current_password
auth.enter_current_password;Settings;aktuelles Passwort eingeben;enter current password;Inserir senha atual;auth.enter_current_password
auth.enter_new_password;Settings;neues Passwort eingeben;enter new password;Inserir nova senha;auth.enter_new_password
auth.new_assword;;;New password;;auth.new_assword
auth.repeat_password;Settings;Passwort wiederholen;repeat password;Repetir senha;auth.repeat_password
auth.repeat_new_password;Settings;neues Passwort wiederholen;repeat new password;Repetir nova senha;auth.repeat_new_password
common.save;Settings;Sichern;Save;Salvar;common.save
settings.contact_us;;Kontakt;Contact us;Contate-nos;settings.contact_us
common.share_us;;erzähle deinen Freunden von uns;share us with ur friends;Compartilhe com seus amigos;common.share_us
settings.partners;;Partner;Partners;Parceiros;settings.partners
common.about_the_app;;Über die App;About the app;Sobre o aplicativo;common.about_the_app
auth.logout;;ausloggen;Log Out;Sair;auth.logout
common.cancel;;abbrechen;Cancel;Cancelar;common.cancel
common.my_categories;Categories;Meine Kategorien;My categories;Minhas Categorias;common.my_categories
categories.lockPopupTitle;;;Sorry, the category is locked;;categories.lockPopupTitle
categories.lockPopupText;;;In order to unlock the next stage, you need to fully answer and master the questions and challenges in the current step. This approach (4-Steps to Love) is designed to ensure you don’t move forward prematurely, so you can get the maximum therapeutic effect from each stage.;;categories.lockPopupText
challenge.lockedPopupText;;;In order to unlock the next stage, you need to fully answer and master the questions and challenges in the current step. This approach (4-Steps to Love) is designed to ensure you don’t move forward prematurely, so you can get the maximum therapeutic effect from each stage.;;categories.lockPopupText
common.add_categories;;Kategorie hinzufügen;add categories;Adicionar Categoria;common.add_categories
common.to_get_known_deeper_level;;;to get to know you on a deeper level;Para te conhecer em um nível mais profundo;common.to_get_known_deeper_level
questions.title;questions library;Fragen - Bibliothek;questions library;Biblioteca de perguntas;questions.title
categories.favourites;questions library;Favoriten;favourites;Favoritos;categories.favourites
common.add_category;questions library;Kategorie hinzufügen;add category;Adicionar categoria;common.add_category
categories.categories;questions library;Kategorie;categories;Categorias;categories.categories
common.topics;questions library;Topics;Topics;Topics;common.topics
rubricFilterItem.Conflict;questions library;Konflikt;Conflict;Conflito;rubricFilterItem.Conflict
rubricFilterItem.Fun;questions library;Fun;Fun;Diversão;rubricFilterItem.Fun
rubricFilterItem.Respect;questions library;Respect;respect;Respeito;rubricFilterItem.Respect
common.appreciation;questions library;Wertschätzung;appreciation;Admiração;common.appreciation
